fdc_id,description,calories,carbs_g,fat_g,fiber_g,protein_g,sodium_mg,cat_Baked Products,cat_Beef Products,cat_Cereal Grains and Pasta,cat_Dairy and Egg Products,cat_Fats and Oils,cat_Finfish and Shellfish Products,cat_Fruits and Fruit Juices,"cat_Lamb, Veal, and Game Products",cat_Legumes and Legume Products,cat_Nut and Seed Products,cat_Pork Products,cat_Poultry Products,cat_Restaurant Foods,cat_Sausages and Luncheon Meats,"cat_Soups, Sauces, and Gravies",cat_Spices and Herbs,cat_Sweets,cat_Vegetables and Vegetable Products
321358,"Hummus, commercial",233.66666666666666,14.9,17.1,5.4,7.35,438.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
321359,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",50.0,4.91,1.9,0.0,3.35,39.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
321360,"Tomatoes, grape, raw",28.333333333333332,5.51,0.63,2.1,0.83,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
321611,"Beans, snap, green, canned, regular pack, drained solids",21.666666666666668,4.11,0.39,0.0,1.04,282.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
321900,"Broccoli, raw",32.0,6.29,0.34,2.4,2.57,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
322228,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",43.0,5.19,0.95,0.0,3.38,39.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322559,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",34.0,4.89,0.08,0.0,3.43,41.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322892,"Milk, whole, 3.25% milkfat, with added vitamin D",60.0,4.67,3.2,0.0,3.28,38.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
323121,"Frankfurter, beef, unheated",312.6666666666667,2.89,28.0,0.0,11.7,872.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
323294,"Nuts, almonds, dry roasted, with salt added",636.0,16.2,57.8,11.0,20.4,256.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
323444,"Cheese, ricotta, whole milk",157.0,6.86,11.0,0.0,7.81,105.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
323505,"Kale, raw",37.666666666666664,4.42,1.49,4.1,2.92,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
323604,"Egg, whole, raw, frozen, pasteurized",148.66666666666666,0.91,10.3,0.0,12.3,121.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
323697,"Egg, white, raw, frozen, pasteurized",47.0,0.74,0.16,0.0,10.1,144.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
323793,"Egg, white, dried",367.3333333333333,6.02,0.65,0.0,79.9,1250.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324038,"Sauce, salsa, ready-to-serve",29.0,6.74,0.19,1.8,1.44,656.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
324157,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",327.3333333333333,3.37,28.7,0.0,13.3,866.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
324317,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",290.0,36.3,14.4,2.4,4.52,374.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
324653,"Pickles, cucumber, dill or kosher dill",12.666666666666666,1.99,0.43,1.0,0.48,808.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
324860,"Peanut butter, smooth style, with salt",611.0,22.3,51.1,4.8,22.5,429.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
325036,"Cheese, parmesan, grated",420.3333333333333,12.4,28.0,0.0,29.6,1750.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325198,"Cheese, pasteurized process, American, vitamin D fortified",366.6666666666667,5.27,30.6,0.0,18.0,1660.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325287,"Grapefruit juice, white, canned or bottled, unsweetened",37.666666666666664,7.59,0.7,0.2,0.55,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
325430,"Peaches, yellow, raw",43.333333333333336,10.1,0.27,1.5,0.91,13.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
325524,"Seeds, sunflower seed kernels, dry roasted, with salt added",627.0,17.1,56.1,10.3,21.0,532.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
325658,"Sausage, Italian, pork, mild, cooked, pan-fried",322.0,2.15,26.2,0.0,18.2,766.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
325871,"Bread, white, commercially prepared",269.0,49.2,3.59,2.3,9.43,477.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325992,"Sausage, turkey, breakfast links, mild, raw",169.0,0.93,10.4,0.0,16.7,599.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
326135,"Cheese, swiss",393.0,1.44,31.0,0.0,27.0,185.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
326196,"Kale, frozen, cooked, boiled, drained, without salt",38.666666666666664,5.3,1.21,0.0,2.94,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
326458,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",37.0,7.92,0.47,3.2,0.81,66.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
326698,"Mustard, prepared, yellow",63.666666666666664,5.3,3.38,4.3,4.25,1100.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
326905,"Figs, dried, uncooked",249.0,63.9,0.92,9.8,3.3,10.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
327046,"Kiwifruit, green, raw",60.0,14.0,0.44,3.0,1.06,5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
327198,"Melons, cantaloupe, raw",34.0,8.16,0.18,0.8,0.82,30.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
327357,"Nectarines, raw",40.333333333333336,9.18,0.28,1.5,1.06,13.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
327501,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)",47.0,11.8,0.15,2.0,0.91,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
327699,"Strawberries, raw",31.0,7.63,0.22,1.8,0.64,10.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
327923,"Lettuce, cos or romaine, raw",17.0,3.24,0.26,1.8,1.24,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328637,"Cheese, cheddar",408.3333333333333,2.44,34.0,0.0,23.3,654.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328841,"Cheese, cottage, lowfat, 2% milkfat",83.33333333333333,4.31,2.3,0.0,11.0,321.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329370,"Cheese, mozzarella, low moisture, part-skim",297.3333333333333,4.44,20.4,0.0,23.7,699.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329490,"Egg, whole, dried",569.6666666666666,1.87,39.8,0.0,48.1,485.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329596,"Egg, yolk, raw, frozen, pasteurized",294.6666666666667,0.59,25.1,0.0,15.6,66.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329716,"Egg, yolk, dried",649.6666666666666,1.07,55.5,0.0,34.2,149.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329830,"Cheese, dry white, queso seco",326.0,2.07,24.3,0.0,24.5,1810.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
330137,"Yogurt, Greek, plain, nonfat",60.333333333333336,3.64,0.37,0.0,10.3,36.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
330415,"Yogurt, Greek, strawberry, nonfat",82.66666666666667,12.2,0.15,0.6,8.06,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
330458,"Oil, coconut",853.6666666666666,0.84,99.1,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
330869,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",220.0,0.0,11.6,0.0,27.1,90.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
331897,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",153.66666666666666,0.0,5.95,0.0,23.9,117.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
331960,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",163.33333333333334,0.0,3.24,0.0,32.1,47.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
332282,"Sauce, pasta, spaghetti/marinara, ready-to-serve",47.0,8.05,1.48,1.8,1.41,419.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
332397,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",104.33333333333333,0.27,3.73,0.0,16.7,1040.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
332597,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",57.0,15.1,0.16,3.1,0.38,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
332791,"Olives, green, Manzanilla, stuffed with pimiento",133.66666666666666,4.96,12.9,4.0,1.15,1620.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
332864,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",346.0,2.63,28.1,0.0,19.3,983.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
333008,"Cookies, oatmeal, soft, with raisins",430.0,69.6,14.3,3.3,5.79,314.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
333281,"Tomatoes, canned, red, ripe, diced",19.0,3.32,0.5,0.0,0.84,125.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
333374,"Fish, haddock, raw",72.33333333333333,0.0,0.45,0.0,16.3,213.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
333476,"Fish, pollock, raw",55.0,0.0,0.41,0.0,12.3,333.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
334194,"Fish, tuna, light, canned in water, drained solids",88.33333333333333,0.08,0.94,0.0,19.0,219.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
334247,"Sugars, granulated",385.0,99.6,0.32,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
334462,"Restaurant, Chinese, sweet and sour pork",260.0,25.5,13.6,1.0,8.88,304.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
334536,"Restaurant, Chinese, fried rice, without meat",174.0,32.5,3.19,0.0,3.84,361.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
334628,"Restaurant, Latino, tamale, pork",174.0,15.8,9.04,2.4,7.38,473.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",229.0,31.5,9.01,5.8,5.59,305.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
334849,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",155.0,0.0,6.39,0.0,22.8,45.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
334897,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",176.0,0.0,6.36,0.0,27.7,54.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
334898,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",122.0,0.0,2.48,0.0,23.4,50.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
334963,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",123.0,0.0,2.41,0.0,23.7,55.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335061,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",219.0,0.0,11.4,0.0,27.3,67.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335109,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",145.0,0.0,5.32,0.0,22.7,43.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335240,"Bread, whole-wheat, commercially prepared",254.0,43.1,3.55,6.0,12.3,450.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",173.33333333333334,0.0,6.36,0.0,27.7,54.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",153.0,0.0,6.39,0.0,22.8,45.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746760,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",120.0,0.0,2.48,0.0,23.4,50.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746761,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",120.66666666666667,0.0,2.41,0.0,23.7,55.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746762,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",143.0,0.0,5.32,0.0,22.7,43.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746763,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",216.66666666666666,0.0,11.4,0.0,27.3,67.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746764,"Carrots, frozen, unprepared",37.666666666666664,7.92,0.47,3.2,0.81,66.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
746765,"Cheese, dry white, queso seco",325.6666666666667,2.07,24.3,0.0,24.5,1810.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746766,"Cheese, ricotta, whole milk",157.33333333333334,6.86,11.0,0.0,7.81,105.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746767,"Cheese, swiss",393.0,1.44,31.0,0.0,27.0,185.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746768,"Figs, dried, uncooked",258.3333333333333,63.9,0.92,9.8,3.3,10.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
746769,"Lettuce, cos or romaine, raw",18.0,3.24,0.26,1.8,1.24,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
746770,"Melons, cantaloupe, raw",35.333333333333336,8.16,0.18,0.8,0.82,30.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
746771,"Oranges, raw, navels",48.666666666666664,11.8,0.15,2.0,0.91,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
746772,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",43.0,5.18,0.95,0.0,3.38,39.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746773,"Pears, raw, bartlett",59.0,15.1,0.16,3.1,0.38,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
746774,"Restaurant, Chinese, sweet and sour pork",260.0,25.5,13.6,1.0,8.88,304.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
746775,"Salt, table, iodized",0.0,0.0,0.0,0.0,0.0,38700.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
746776,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",34.0,4.92,0.08,0.0,3.43,41.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746777,"Sauce, salsa, ready-to-serve",30.666666666666668,6.74,0.19,1.8,1.44,656.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
746778,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",50.0,4.9,1.9,0.0,3.36,39.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746779,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",338.3333333333333,3.37,28.7,0.0,13.3,866.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
746780,"Sausage, Italian, pork, mild, cooked, pan-fried",320.3333333333333,2.15,26.2,0.0,18.2,766.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
746781,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",346.0,2.63,28.1,0.0,19.3,983.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
746782,"Milk, whole, 3.25% milkfat, with added vitamin D",60.333333333333336,4.63,3.2,0.0,3.27,38.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746783,"Sausage, turkey, breakfast links, mild, raw",167.33333333333334,0.93,10.4,0.0,16.7,599.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
746784,"Sugars, granulated",390.3333333333333,99.6,0.32,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
746785,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",217.66666666666666,0.0,11.6,0.0,27.1,90.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
746952,"Ham, sliced, restaurant",122.66666666666667,2.36,3.68,0.0,19.6,1030.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
747429,"Cheese, American, restaurant",374.3333333333333,6.35,31.1,0.0,17.5,1600.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
747447,"Broccoli, raw",34.0,6.27,0.34,2.4,2.57,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
747448,"Strawberries, raw",32.333333333333336,7.63,0.22,1.8,0.64,10.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
747693,"Ketchup, restaurant",112.33333333333333,26.8,0.55,0.0,1.11,949.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
747997,"Eggs, Grade A, Large, egg white",54.0,2.36,0.0,0.0,10.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748236,"Eggs, Grade A, Large, egg yolk",332.0,1.02,28.8,0.0,16.2,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748967,"Eggs, Grade A, Large, egg whole",146.0,0.96,9.96,0.0,12.4,129.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
749420,"Pork, cured, bacon, cooked, restaurant",504.3333333333333,2.1,36.5,0.0,40.9,1830.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
789890,"Flour, wheat, all-purpose, enriched, bleached",369.0,77.3,1.48,0.0,10.9,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789951,"Flour, wheat, all-purpose, enriched, unbleached",361.3333333333333,73.2,1.48,0.0,13.1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790018,"Flour, wheat, all-purpose, unenriched, unbleached",364.6666666666667,74.6,1.7,3.0,12.0,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790085,"Flour, whole wheat, unenriched",362.0,71.2,2.73,10.6,15.1,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790146,"Flour, bread, white, enriched, unbleached",366.0,72.8,1.65,0.0,14.3,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790214,"Flour, rice, white, unenriched",362.3333333333333,79.8,1.3,0.5,6.94,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790276,"Flour, corn, yellow, fine meal, enriched",366.6666666666667,80.8,1.74,4.3,6.2,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790577,"Onions, red, raw",43.333333333333336,9.93,0.1,2.2,0.94,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
790646,"Onions, yellow, raw",37.333333333333336,8.61,0.05,1.9,0.83,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
790774,"Bananas, overripe, raw",85.0,20.1,0.22,1.7,0.73,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
790991,"Bananas, ripe and slightly ripe, raw",97.0,23.0,0.29,1.7,0.74,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1104647,"Garlic, raw",138.66666666666666,28.2,0.38,2.7,6.62,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1104705,"Flour, soy, defatted",357.0,32.9,3.33,0.0,51.1,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1104766,"Flour, soy, full-fat",441.6666666666667,27.9,20.7,0.0,38.6,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1104812,"Flour, rice, brown",366.0833333333333,75.5,3.85,0.0,7.19,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1104867,"Flour, rice, glutinous",361.3333333333333,80.1,1.16,0.0,6.69,6.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1104913,"Flour, pastry, unenriched, unbleached",361.3333333333333,77.2,1.64,0.0,8.75,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1104962,"Onions, white, raw",34.666666666666664,7.68,0.13,1.2,0.89,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1105073,"Bananas, overripe, raw",82.33333333333333,20.1,0.22,1.7,0.73,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1105314,"Bananas, ripe and slightly ripe, raw",94.33333333333333,23.0,0.29,1.7,0.74,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1105430,"Apples, red delicious, with skin, raw",60.0,14.8,0.21,2.0,0.19,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1105547,"Apples, honeycrisp, with skin, raw",58.0,14.7,0.1,1.7,0.1,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1105664,"Apples, granny smith, with skin, raw",57.0,14.2,0.14,2.5,0.27,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1105781,"Apples, gala, with skin, raw",59.0,14.8,0.15,2.1,0.13,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1105897,"Apples, fuji, with skin, raw",62.666666666666664,15.7,0.16,2.1,0.15,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1750337,"Soy milk, unsweetened, plain, shelf stable",38.485,1.293125,2.125,0.0,3.546875,34.28,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1750339,"Apples, red delicious, with skin, raw",58.7060225,14.7817,0.2125,2.043,0.1875,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1750340,"Apples, fuji, with skin, raw",61.431979999999996,15.6511625,0.1625,2.075,0.1484375,1.013,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1750341,"Apples, gala, with skin, raw",57.9102325,14.7680875,0.15,2.109,0.1328125,0.2788,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1750342,"Apples, granny smith, with skin, raw",55.9149925,14.142975,0.1375,2.514,0.265625,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1750343,"Apples, honeycrisp, with skin, raw",57.033612500000004,14.6819375,0.1,1.721,0.1015625,0.1375,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1750344,"Mushroom, lion's mane",38.8864435,7.5897,0.2563,0.0,2.5,0.3363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1750345,"Mushroom, oyster",37.183575000000005,6.94125,0.1875,0.0,2.89875,1.128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1750346,"Mushrooms, shiitake",40.24329375,8.170625,0.195,0.0,2.414375,0.9363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1750347,"Mushrooms, white button",28.04522925,4.079375,0.3708,0.0,2.890625,6.443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1750352,"Spinach, baby",23.665255625,2.406325,0.6188,1.558,2.851875,111.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1750353,"Spinach, mature",24.604848750000002,2.64135,0.6044,1.588,2.90625,106.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1750354,"Tomato, roma",20.455880375,3.837475,0.425,0.9706,0.695625,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999626,"Mushroom, lion's mane",38.8864435,7.5897,0.2563,4.376,2.5,0.3363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999627,"Mushroom, oyster",37.183575000000005,6.94125,0.1875,2.85,2.89875,1.128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999628,"Mushrooms, shiitake",40.24329375,8.170625,0.195,4.166,2.414375,0.9363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999629,"Mushrooms, white button",28.04522925,4.079375,0.3708,1.717,2.890625,6.443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999630,"Soy milk, unsweetened, plain, shelf stable",38.485,1.293125,2.125,0.0,3.546875,34.28,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1999632,"Spinach, baby",23.665255625,2.406325,0.6188,1.558,2.851875,111.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999633,"Spinach, mature",24.604848750000002,2.64135,0.6044,1.588,2.90625,106.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999634,"Tomato, roma",20.455880375,3.837475,0.425,0.9706,0.695625,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2003586,"Flour, 00",361.337772,74.4462,1.52,2.656,11.4,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003587,"Flour, spelt, whole grain",352.13104999999996,70.723,2.543,9.339,14.475,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
