fdc_id,description,calories,carbs_g,fat_g,fiber_g,protein_g,sodium_mg,cat_Baked Products,cat_Beef Products,cat_Cereal Grains and Pasta,cat_Dairy and Egg Products,cat_Fats and Oils,cat_Finfish and Shellfish Products,cat_Fruits and Fruit Juices,"cat_Lamb, Veal, and Game Products",cat_Legumes and Legume Products,cat_Nut and Seed Products,cat_Pork Products,cat_Poultry Products,cat_Restaurant Foods,cat_Sausages and Luncheon Meats,"cat_Soups, Sauces, and Gravies",cat_Spices and Herbs,cat_Sweets,cat_Vegetables and Vegetable Products
2710818,"Plantains, underripe, raw",144.969916125,33.587325,0.685,2.53,1.229375,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710819,"Chia seeds, dry, raw",503.62476000000004,38.273,32.89,0.0,17.013,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710820,"Bulgur, dry, raw",360.82136125,75.88175,2.421,11.72,11.75625,2.18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710821,"Wild rice, dry, raw",363.858315,75.6695,1.704,4.26,12.7875,1.014,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710822,"Arugula, baby, raw",28.45042625,5.36825,0.325,2.28,1.64875,86.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2710823,"Asparagus, green, raw",25.8153575,5.1012,0.2163,1.883,1.4375,2.46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2710824,"Avocado, Hass, peeled, raw",214.69164999999998,8.3235,20.31,0.0,1.8125,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710825,"Rice, black, unenriched, raw",365.25435500000003,77.18825,3.438,4.179,7.56875,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710826,"Corn, sweet, yellow and white kernels,  fresh, raw",78.703828125,14.689625,1.626,2.428,2.789375,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2710827,"Einkorn, grain, dry, raw",357.53159195,68.65381,3.811,8.913,15.11719,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710828,"Farro, pearled, dry, raw",355.5079982,72.13156,3.103,7.31,12.63944,0.845,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710829,"Fonio, grain, dry, raw",373.01205125,81.30525,1.693,2.197,7.16875,2.967,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710830,"Khorasan, grain, dry, raw",359.59570565,71.79427,2.8,10.52,14.75573,3.936,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710831,"Kiwifruit (kiwi), green, peeled, raw",61.776985,13.818075,0.64,2.129,1.008125,2.275,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710832,"Mandarin, seedless, peeled, raw",58.801222499999994,13.421825,0.4575,1.328,1.039375,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710833,"Mango, Tommy Atkins, peeled, raw",65.0491625,15.265,0.5725,1.753,0.5625,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710834,"Mango, Ataulfo, peeled, raw",74.5526505,17.3962,0.6813,1.289,0.6875,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710835,"Corn flour, masa harina, white or yellow, dry, raw",371.04905499999995,76.6895,4.34,7.038,7.5625,2.733,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710836,"Pear, Anjou, green, with skin, raw",60.4908605,14.7674,0.3713,2.636,0.3125,0.3975,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710837,"Plum, black, with skin, raw",55.7121975,13.455575,0.2825,1.346,0.578125,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2710838,"Rice, red, unenriched, dry, raw",364.913975,76.1545,3.44,4.198,8.5625,0.4375,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710839,"Sorghum bran, white, unenriched, dry, raw",383.645125,68.69525,9.259,34.95,11.16875,2.915,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710840,"Sorghum flour, white, pearled, unenriched, dry, raw",356.7880075,73.5065,3.238,3.299,10.2125,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710841,"Sorghum grain, white, pearled, unenriched, dry, raw",354.131355,74.872,3.265,3.916,10.25,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710842,"Sorghum, whole grain, white, dry, raw",356.79008999999996,73.57375,4.219,8.274,10.08125,0.3288,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710843,"Plantains, overripe, raw",123.819665,29.191425,0.99,1.792,1.166875,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2727566,"Chicken, drumstick, meat and skin, raw",127.553172,-0.47505,5.94,0.0,18.35625,90.98,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2727567,"Chicken, thigh, meat and skin, raw",190.3388595,-0.17255,13.35,0.0,17.10625,63.55,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2727568,"Chicken, wing, meat and skin, raw",170.1710625,-0.45875,10.64,0.0,18.40625,84.14,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2727569,"Chicken, breast, meat and skin, raw",129.87045,-0.42825,4.777,0.0,21.40625,48.07,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2727570,"Lamb, ground, raw",239.1669395,-0.2508,18.64,0.0,17.4625,53.45,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2727571,"Bison, ground, raw",161.6292895,-0.14955,8.88,0.0,19.88125,55.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2727572,"Beef, short loin (NY strip steak), raw",193.024697,0.2212,11.54,0.0,21.325,43.09,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2727573,"Beef, tenderloin steak, raw",146.1005,0.18025,6.456,0.0,21.09375,44.85,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2727574,"Beef, top sirloin steak, raw",143.153535,0.218,5.708,0.0,21.975,42.85,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2727575,"Pork, chop, center cut, raw",141.446,-0.5625,5.475,0.0,22.8125,39.3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2727576,"Pork, belly, with skin, raw",382.906125,-0.705,35.83,0.0,15.2,49.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2747652,"Anchovies, canned in olive oil, with salt, drained",206.065,2.4095,9.853,0.0,26.9375,5403.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747653,"Beet greens, raw",26.367,4.658825,0.1438,2.578,1.609375,280.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747654,"Cod, Pacific or Alaskan, frozen, wild caught",60.84,0.524,0.216,0.0,14.2,353.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747655,"Fennel, bulb, raw",26.8924,5.486225,0.14,2.046,0.921875,49.03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747656,"Halibut, frozen, wild caught",81.3345,-0.0602,0.5917,0.0,19.0625,108.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747657,"Lobster, tail only, frozen, wild caught",58.8175,0.88555,0.3667,0.0,12.99375,508.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747658,"Mahi mahi, frozen, wild caught",83.7115,0.28655,0.3767,0.0,19.79375,51.93,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747659,"Parsnips, raw",87.0745,19.292275,0.5381,5.351,1.265625,0.4913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747660,"Peppers, banana or Hungarian wax, seeded, raw",23.9398,4.966175,0.1314,1.79,0.723125,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747661,"Peppers, jalapeno, seeded, raw",24.1264,5.075675,0.1488,1.725,0.621125,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747662,"Peppers, poblano, seeded, raw",27.9906,5.143175,0.1906,2.07,1.425625,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747663,"Peppers, serrano, seeded, raw",29.233,6.136275,0.1406,2.521,0.855625,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747664,"Radicchio, raw",26.3679,4.96125,0.1431,2.114,1.30875,8.076,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747665,"Radishes, red, raw",19.60045,4.05682,0.08313,1.314,0.65625,51.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747666,"Scallops, bay, Patagonian, frozen, wild caught",78.456,2.2833,0.4192,0.0,16.3875,252.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747667,"Scallops, sea, frozen, wild caught",66.3545,1.9662,0.4933,0.0,13.5125,313.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747668,"Sea bass, Chilean, frozen, wild caught",209.3868,0.1392,16.57,0.0,14.925,109.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747669,"Snapper, frozen, wild caught",89.538,0.4413,0.5692,0.0,20.6625,93.06,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747670,"Snow crab, legs only, frozen  ",69.223,1.1063,0.2942,0.0,15.5375,728.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747671,"Squid (calamari), frozen, tubes only",43.9108,0.93215,0.5508,0.0,8.80625,271.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747672,"Swordfish, frozen, wild caught",151.855,0.4495,8.123,0.0,19.2375,56.87,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747673,"Tuna, ahi or yellowfin, frozen, wild caught",101.8695,-0.1045,0.3875,0.0,24.7,94.37,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2747674,"Turnips, raw",33.9816,7.274975,0.1188,1.915,0.953125,12.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2747676,"Watermelon, seedless, rind only, raw",23.8993,3.27075,0.9657,1.535,0.53125,3.763,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
